"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-23","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","10.6",",,7","-5.6",",,7","10.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-24","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","16.1",",,7","0.0",",,7","14.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-25","1.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.0",",,7","14.4",",,7","19.4",",,7,0700","    1",",,7",,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-26","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","23.3",",,7","18.9",",,7","19.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-27","3.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","13.9",",,7","13.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-28","0.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","22.8",",,7","13.9",",,7","17.8",",,7,0700","    1",",,7",,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-29","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","23.3",",,7","6.7",",,7","6.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-30","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","13.9",",,7","3.3",",,7","3.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-01-31","1.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","3.9",",,7","7.2",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-01","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","10.6",",,7","2.2",",,7","2.2",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-02","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","2.2",",,7","5.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-03","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","18.3",",,7","4.4",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-04","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","12.2",",,7","2.2",",,7","2.2",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-05","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","12.8",",,7","2.2",",,7","7.2",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-06","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","15.0",",,7","3.9",",,7","3.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-07","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","13.3",",,7","1.1",",,7","1.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-08","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","13.3",",,7","-0.6",",,7","0.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-09","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","0.0",",,7","6.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-10","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","2.8",",,7","13.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-11","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","22.8",",,7","10.0",",,7","16.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-12","10.4",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","22.2",",,7","15.6",",,7","16.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-13","47.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","18.9",",,7","10.6",",,7","10.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-14","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.8",",,7","1.1",",,7","1.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-15","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","1.1",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-16","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","4.4",",,7","9.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-17","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","9.4",",,7","12.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-18","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","3.3",",,7","3.3",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-19","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","15.6",",,7","1.7",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-20","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","13.9",",,7","3.3",",,7","3.3",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-21","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","2.8",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-22","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","15.6",",,7","1.1",",,7","1.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-23","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","1.1",",,7","16.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-24","11.2",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","16.1",",,7","7.2",",,7","8.3",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-25","0.0",",,7,0700",,,,,"18.3",",,7","5.0",",,7","5.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-26","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","2.2",",,7","6.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-27","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","6.7",",,7","15.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-28","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.0",",,7","15.0",",,7","18.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-02-29","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","23.9",",,7","7.8",",,7","7.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-01","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","12.8",",,7","7.2",",,7","11.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-02","42.7",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","11.1",",,7","16.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-03","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","22.8",",,7","14.4",",,7","14.4",",,7,0700","    1",",,7",,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-04","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.8",",,7","14.4",",,7","14.4",",,7,0700","    1",",,7",,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-05","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","21.7",",,7","9.4",",,7","9.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-06","0.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.0",",,7","9.4",",,7","17.2",",,7,0700","    1",",,7",,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-07","6.9",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","15.0",",,7","15.0",",,7,0700",,,"    1",",,7",,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-08","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.0",",,7","11.7",",,7","12.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-09","0.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","16.1",",,7","12.2",",,7","15.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-10","8.1",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","21.1",",,7","11.1",",,7","14.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-11","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","6.1",",,7","6.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-12","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","5.0",",,7","5.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-13","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","22.8",",,7","5.0",",,7","10.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-14","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","9.4",",,7","10.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-15","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","10.0",",,7","15.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-16","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","26.7",",,7","11.1",",,7","17.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-17","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","21.1",",,7","15.0",",,7","16.7",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-18","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","14.4",",,7","15.0",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-19","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.6",",,7","4.4",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-20","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","2.8",",,7","9.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-21","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","21.1",",,7","9.4",",,7","10.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-22","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","16.7",",,7","10.0",",,7","16.1",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-23","76.7",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","18.3",",,7","16.1",",,7","17.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-24","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","3.9",",,7","3.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-25","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","3.9",",,7","4.4",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-26","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","3.9",",,7","3.9",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-27","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","3.9",",,7","13.3",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-28","10.2",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","20.0",",,7","13.3",",,7","14.4",",,7,0700",,,"    1",",,7",,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-29","21.6",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","14.4",",,7","5.0",",,7","7.8",",,7,0700",,,"    1",",,7",,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-30","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","21.7",",,7","5.0",",,7","10.6",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-03-31","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700","25.6",",,7","10.6",",,7","17.8",",,7,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-01","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.3",",,H","13.9",",,H","17.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-02","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.8",",,H","17.2",",,H","18.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-03","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.3",",,H","18.9",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-04","19.1",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.7",",,H","10.0",",,H","10.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-05","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","17.2",",,H","8.3",",,H","8.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-06","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","18.3",",,H","5.6",",,H","6.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-07","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","17.2",",,H","5.0",",,H","5.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-08","0.0",",,H,0700","0.0",",,H,0700",,,"20.0",",,H","5.6",",,H","7.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-09","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.9",",,H","7.2",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-10","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.9",",,H","14.4",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-11","1.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","24.4",",,H","17.8",",,H","18.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-12","21.3",",,H,0700",,,,,"21.7",",,H","16.1",",,H","16.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-13","0.0",",,H,0700",,,,,"23.3",",,H","10.6",",,H","10.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-14","0.0",",,H,0700",,,,,"23.3",",,H","8.9",",,H","11.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-15","0.0",",,H,0700",,,,,"24.4",",,H","11.7",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-16","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","17.8",",,H","18.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-17","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","15.6",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-18","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","17.8",",,H","20.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-19","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","7.2",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-20","1.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.1",",,H","17.8",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-21","37.3",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","19.4",",,H","19.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-22","23.4",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","19.4",",,H","8.9",",,H","8.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-23","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","16.1",",,H","4.4",",,H","5.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-24","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","18.9",",,H","5.0",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-25","0.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","25.0",",,H","15.6",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-26","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","22.2",",,H","12.8",",,H","12.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-27","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.7",",,H","12.2",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-28","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.3",",,H","13.9",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-29","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","25.0",",,H","15.0",",,H","15.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-30","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.7",",,H","15.0",",,H","15.0",",,H,0700",,,,,,
